"SYMBOL 
","OPEN 
","HIGH 
","LOW 
","PREV. CLOSE 
","LTP 
","INDICATIVE CLOSE 
","CHNG 
","%CHNG 
","VOLUME 
(shares)","VALUE 
 (₹ Crores)","52W H 
","52W L 
","30 D   %CHNG 
","365 D   %CHNG 
"
"JUBLINGREA","659.95","659.95","635.55","661.80","636.95","-","-24.85","-3.75","1,02,014","6.60","851.80","535.20","-6.92","-3.44"
"SAREGAMA","351.90","353.65","341.25","354.65","341.25","-","-13.40","-3.78","1,52,592","5.27","603.00","317.10","-3.04","-34.19"
"ADANIENT","2,210.00","2,210.00","2,124.20","2,211.80","2,127.00","-","-84.80","-3.83","14,89,548","320.70","2,616.50","1,848.00","-1.46","-2.40"
"GODREJIND","1,007.15","1,007.20","956.35","1,011.20","971.00","-","-40.20","-3.98","84,987","8.30","1,390.00","766.00","-2.98","17.71"
"JSL","797.05","798.00","760.25","799.60","766.80","-","-32.80","-4.10","4,13,859","32.00","884.00","496.60","-2.24","25.96"
"M&MFIN","377.20","377.20","361.55","379.05","363.00","-","-16.05","-4.23","10,23,886","37.70","412.20","231.02","0.06","32.30"
"PCBL","314.85","315.00","300.00","314.85","301.50","-","-13.35","-4.24","15,46,460","47.01","444.15","254.50","7.35","-21.74"
"ADANIGREEN","988.90","989.90","943.75","997.65","949.55","-","-48.10","-4.82","29,43,844","281.69","1,177.55","758.00","1.37","3.92"
"LTTS","3,640.00","3,678.10","3,490.00","3,704.10","3,504.30","-","-199.80","-5.39","2,56,090","90.56","5,322.00","3,490.00","-18.84","-30.24"
"HINDALCO","923.55","932.65","901.00","964.40","905.75","-","-58.65","-6.08","1,01,70,485","928.56","1,029.80","546.45","-3.26","50.33"
"ADANIPOWER","149.20","149.30","139.10","149.79","140.40","-","-9.39","-6.27","3,86,79,559","548.05","182.70","92.40","-2.08","40.92"
"FSL","265.00","266.80","252.45","273.80","254.00","-","-19.80","-7.23","31,68,445","82.49","403.80","252.45","-21.13","-29.78"
